example_id,nl_query,gold_query
e174,Show the number of columns for all tables that have been modified in the past month.,"select t1.node_id, t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id where t1.modified_date >= now() - interval '30 days' group by t1.node_id, t1.short_name"
e175,Print names of all SQL databases.,select short_name from node_rdbms
e176,Show a sample of 5 records of classifications.,select * from node_classification limit 5
e177,List the creation date of every single nosql database.,"select short_name, creation_date from node_nosql"
e178,Find all classifications associated with a column whose description contains the term 'knowledge'.,select t1.short_name from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t3.description like '%knowledge%'
e179,Sort all rdbms by their last modified timestamp.,"select short_name, modified_date from node_rdbms order by modified_date desc"
e180,Show the number of columns associated with each business term.,"select t1.short_name, count(*) from node_business_term as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id group by t1.short_name, t2.source_node_id"
e181,Show records for all department id columns.,select * from node_column where short_name = 'dept_id'
e182,Calculate the sum of all file sizes belonging to each owner account.,"select t1.node_id, t1.short_name, sum(t3.fsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e183,How many columns associated with the classification phrase 'customer' does each table contain?,"select t1.node_id, t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join edge_assoc_class_col as t3 on t2.target_node_id = t3.target_node_id join node_classification as t4 on t3.source_node_id = t4.node_id where t4.short_name = 'customer' group by t1.node_id, t1.short_name"
e184,Print the type and description for all columns in the table named 'work_order_management_module'.,"select t3.col_type, t3.description from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'work_order_management_module'"
e185,List all files whose parent directory is 'part1',select t3.short_name from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'part1'
e186,Which are the columns related to business terms created in the past year.,select t3.short_name from node_business_term as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.creation_date >= now() - interval '365 days'
e187,Show the count of assets owned by all account that own no more than 10 assets.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having count(*) <= 10 "
e188,Show all metadata records for all classification label column association relations.,select * from edge_assoc_class_col
e189,Show the extension and description for all files in the lake.,"select short_name, extension, description from node_file"
e190,How many assets of each type are present in the lake?,"select type_id, count(*) from node group by type_id"
e191,Count the number of business terms belonging to each asset owner.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_business_term as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e192,Order all assets in the lake by type id and creation date.,"select short_name, type_id, creation_date from node order by type_id asc, creation_date asc"
e193,Count the number of nosql databases in the lake.,select count(*) from node_nosql
e194,List all the unionable table pairs.,"select t1.short_name, t3.short_name from node_table as t1 join edge_unionable_table_table as t2 on t1.node_id = t2.target_node_id join node_table as t3 on t2.source_node_id = t3.node_id"
e195,Show the average size of a file owned by each user for all users who own more than 10 files.,"select t1.node_id, t1.short_name, count(*), avg(t3.fsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name having count(*) > 10"
e196,List all tables that have more than 100 rows in them.,select short_name from node_table where num_rows > 100
e197,What are the joinable table pairs found in the last 24 hours?,select t1.short_name from node_table as t1 join edge_joinable_table_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t2.creation_date >= now() - interval '24hours'
e198,Which are the relational databases in the lake owned by 'cslab'?,select t3.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_rdbms as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'cslab'
e199,Give the description for the HR folder.,select description from node_directory where short_name = 'human_resources'
e200,Find all columns with word 'school' in it's name within a table whose name starts with the word 'traffic'.,select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name like 'traffic%' and t3.short_name like '%school%'
e201,Which files have been modified since Jan 1 2022?,select short_name from node_file where modified_date >= '2022-01-01'
e202,Which tables have more than 25 rows in them?,select short_name from node_table where num_rows > 25
e203,Show me the creation dates for all business terms.,"select short_name, creation_date from node_business_term"
e204,Print the names and descriptions for all files that begin with the prefix 'dim'.,"select short_name, description from node_file where short_name like 'dim%'"
e205,Count the number of different types of files in the lake?,select count(distinct extension) from node_file
e206,How many unique file names are there in the lake?,select count(distinct short_name) from node_file
e207,Find all columns that were created in the past one year and contains the term 'id' in it's name.,"select short_name, creation_date from node_column where short_name like '%id%' and creation_date >= now() - interval '365 days'"
e208,Show the columns that have the word 'water' in their name or description?,select * from node_column where short_name like '%water%' or description like '%water%'
e209,Sort all files by size and display extensions and descriptions.,"select short_name, extension, description, fsize from node_file order by fsize desc"
e210,Print the maximum column length for the column named 'cult_name'.,select max_col_length from node_column where short_name = 'cult_name'
e211,How many assets are owned by each user account created in the past week?,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t1.creation_date >= now() - interval '7 days' group by t1.node_id, t1.short_name"
e212,What are the total number of assets possessed by each account?,"select t1.node_id, t1.short_name, count(*) from node as t1 join edge_own as t2 on t1.node_id = t2.source_node_id group by t1.node_id"
